New SKU,Brand,Upstream Contact,Type,Location,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63
GN2022061-Z-WH7173,Amberville,Dapatical Global Business Pvt. Ltd.,HB-SW,Mumbai,0,54999,54999,54999,54999,54999,54999,54999,56249,56249,25075,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,49332,49332,49332,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,46249,38999,39999,41499,42899,47332,75999,75999,78199,78199,78199,78199,62699,63399,68399,73299
GN3022061-Z-WH7173,Amberville,Dapatical Global Business Pvt. Ltd.,HB-SW,Mumbai,54374,54374,54374,54374,54999,54999,54999,54999,57499,57499,19175,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,61332,61332,61332,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,49999,50999,52499,55499,63066,63066,63142,65499,65499,65499,65499,51599,52199,56299,60399
GN3512061-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,0,64374,64374,64374,64374,64374,64374,64374,67499,67499,20980,45624,45624,45624,45624,45624,45624,45624,45624,45624,45624,45624,45624,45624,48666,48666,48666,45624,45624,45624,45624,45624,45624,45624,45624,45624,45624,45624,45624,45624,45624,40624,40624,40624,40624,40624,50624,50624,43999,44999,46499,48699,54666,54666,54713,55699,55699,55699,55699,45999,49499,53399,57299
GN9312061-Z-WH19706,Mudramark,WOODENMOOD,HB-SW,Mumbai,31874,31874,31874,31874,32499,32499,32499,32499,33749,33749,11564,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,24666,24666,24666,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,23124,19999,20999,21499,22299,24132,24132,24142,24299,24299,24299,24299,20899,27299,29499,31699
GN1002061-Z-WH22879,Amberville,Designs Craft Inc,HB-SW,Mumbai,70624,70624,70624,70624,71249,71249,71249,71249,73749,73749,25252,73749,73749,73749,73749,73749,73749,73749,73749,73749,73749,73749,73749,73749,81332,81332,87332,81874,87499,87499,81874,81874,84999,84999,79374,79374,79374,79374,79374,79374,79374,79374,79374,79374,79374,81874,79374,79374,69999,70999,72499,76899,82265,82266,82285,85399,85399,85399,83299,65899,66599,77099,82699
GN0002061-Z-WH22879,Amberville,Designs Craft Inc,HB-SW,Mumbai,46874,46874,46874,46874,47499,47499,47499,47499,48749,48749,18880,48749,48749,48749,48749,48749,48749,49999,49999,49999,49999,49999,49999,51874,55999,55999,59332,55624,59374,59374,59374,59374,61249,61249,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,57499,59374,57499,57499,49999,50999,52499,55599,61465,61466,61570,63999,63999,63999,55299,44799,45299,57699,61899
GN2002061-Z-WH22879,Amberville,Designs Craft Inc,HB-SW,Mumbai,43902,43749,34999,34999,34999,34999,34999,34999,36249,36249,17936,33124,33124,33124,33749,33749,33749,47499,47499,47499,47499,47499,47499,47499,50666,50666,50666,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,40999,41999,43499,45699,50932,57866,57999,56199,56199,56199,56199,44999,45499,49099,52699
GN4002061-Z-WH22879,Amberville,Designs Craft Inc,HB-SW,Mumbai,24999,24999,24999,24999,24999,24999,24999,24999,26249,26249,9676,25624,25624,25624,26249,26249,16249,24999,24999,24999,24999,26249,26249,26249,29332,29332,31332,29374,31249,31249,31249,31249,32499,32499,32499,32499,32499,32499,32499,32499,32499,32499,34999,34999,34999,36249,34999,34999,30999,31999,33499,35999,31065,31199,31285,30199,30199,30199,30199,24099,24399,29099,31199
GN9038261-Z-WH2203,Mudramark,Saffron Art & Craft,HB-SW,Mumbai,31097,31249,24999,24999,24999,24999,24999,24999,26249,26249,12980,21874,21874,21874,22499,22499,21874,21874,21874,21874,21874,35624,35624,35624,37999,37999,37999,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,35624,30999,31999,33499,35299,37866,37866,37999,38999,38999,38999,38999,31599,31999,34599,37099
GN7038261-Z-WH2203,Mudramark,Saffron Art & Craft,HB-SW,Mumbai,48749,48749,48749,48749,48749,48749,48749,48749,51249,51249,18762,51249,51249,51249,51249,51249,51249,51249,51249,51249,51249,51249,51249,51249,54666,54666,54666,51249,51249,51249,51249,51249,51249,51249,51249,51249,53749,53749,53749,53749,53749,53749,53749,53749,53749,53749,53749,53749,46999,47999,49499,52299,59066,60532,60570,62699,62699,62699,61499,48799,49299,53199,56999
GN8038261-Z-WH2203,Mudramark,Saffron Art & Craft,HB-SW,Mumbai,44374,44374,44374,44374,44999,44999,44999,44999,46249,46249,17582,29374,29374,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,38666,38666,38666,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,30999,31999,33499,34799,37199,37199,37285,37499,37499,37499,37499,32099,41499,44799,47999
GN1371061-Z-WH22879,Amberville,Designs Craft Inc,HB-SW,Mumbai,48749,48749,48749,48749,47499,47499,47499,47499,48749,48749,18880,38124,48749,48749,48749,48749,31874,31874,31874,31874,31874,48749,48749,51874,57332,57332,61332,57499,61249,61249,61249,61249,63124,63124,59374,59374,59374,59374,59374,59374,59374,59374,59374,59374,59374,61249,59374,59374,51999,52999,54499,57899,61465,61466,61570,63999,63999,63999,55299,44799,36599,54599,51999
GN4371061-Z-WH22879,Amberville,Designs Craft Inc,HB-SW,Mumbai,64999,64999,64999,64999,64999,64999,64999,64999,67499,67499,24544,65624,65624,65624,66249,66249,66249,66249,66249,66249,66249,71249,76249,76249,75999,75999,81332,76249,81249,81249,80624,80624,83124,83124,78124,78124,78124,78124,78124,78124,78124,78124,78124,78124,78124,80624,78124,78124,68999,69999,71499,75999,80799,73599,73713,75899,75899,73499,73499,59399,59999,75999,81499
GN9612171-Z-WH23611,Woodsworth,World Corp.,HB-SW,Mumbai,46874,43749,43749,43749,43749,43749,43749,43749,43749,43749,19470,43749,43749,43749,43749,43749,43749,43749,43749,43749,43749,43749,43749,43749,51332,51332,53999,50624,53749,53749,38749,38749,39374,39374,56249,56249,56249,56249,56249,56249,56249,56249,56249,56249,56249,56249,56249,56249,46999,47999,49499,52199,58932,58932,58999,60799,60799,60799,60799,48599,49099,52999,56799
GN7612171-Z-WH23611,Woodsworth,World Corp.,HB-SW,Mumbai,53749,47499,47499,47499,47499,47499,47499,47499,47499,47499,21240,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,55999,55999,59332,55624,58749,58749,64999,64999,66874,66874,56249,56249,56249,56249,57499,57499,57499,46249,57499,57499,57499,59374,59374,59374,48999,49999,51499,54199,61466,61466,61570,63199,63199,63199,63199,50899,51499,55599,59599
GN8612171-Z-WH23611,Woodsworth,World Corp.,HB-SW,Mumbai,71249,63124,63124,63124,63124,63124,63124,63124,63124,63124,28320,63124,63124,63124,63749,63749,63749,63749,63749,63749,63749,63749,63749,63749,74666,74666,78666,73749,78124,78124,86874,86874,89374,89374,74999,74999,74999,74999,76874,76874,76874,76874,76874,76874,76874,76874,76874,76874,63999,64999,69399,73099,85066,85066,85142,87699,87699,87699,87699,70099,70799,76399,81899
GN0712171-Z-WH23611,Woodsworth,World Corp.,HB-SW,Mumbai,66874,59374,59374,59374,59374,59374,59374,59374,59374,59374,26550,59374,59374,59374,59999,59999,59999,59999,59999,59999,59999,59999,59999,59999,69999,69999,73999,69374,73124,73124,81249,81249,83749,83749,76249,76249,76249,76249,78749,78749,78749,78749,78749,78749,78749,78749,78749,78749,64999,65999,67499,71199,82799,82799,82856,85599,85599,85599,85599,67899,68599,73999,79299
GN6427951-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,0,28124,28124,28124,28749,28749,28749,28749,31249,31249,12980,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,33332,33332,33332,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,31249,25999,26999,28699,29999,33732,33732,33856,34499,34499,34499,34499,28499,30299,32799,35199
GN7427951-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,0,28749,28749,28749,28749,28749,28749,28749,31249,31249,12626,31249,31249,31249,31249,29999,29999,29999,29999,29999,29999,21249,21249,28124,28124,28124,36666,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,34374,27999,28999,30949,32499,34399,34399,34428,35199,35199,35199,35199,28899,29799,32199,34499
GN9427951-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,51249,45624,45624,45624,47499,47499,47499,47499,51249,51249,21240,51249,51249,51249,54999,54999,54999,54999,54999,54999,54999,58749,62499,62499,62666,62666,66666,62499,66249,66249,70624,70624,73124,73124,59999,59999,59999,59999,61874,61874,61874,52499,52499,61874,61874,63749,61874,61874,50999,51999,53499,56299,64132,64932,64999,66899,66899,66899,61299,50099,41199,55499,53599
GN8027951-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,44374,41874,41874,41874,43749,43749,43749,43749,47499,47499,20296,47499,47499,47499,51249,49374,49374,52499,52499,52499,52499,52499,52499,55624,61332,61332,65332,61249,64999,64999,64999,64999,66874,66874,57499,57499,57499,57499,59374,59374,59374,50624,59374,59374,59374,59374,59374,59374,48999,49999,51499,54299,61599,64665,64713,66899,66899,66899,66899,53099,53699,57899,62099
GN1127951-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,27499,25624,25624,25624,27499,27499,27499,27499,29999,29999,12508,29999,29999,29999,32499,32499,25624,25624,25624,25624,25624,32499,32499,34374,37999,37999,40666,38124,40624,40624,40624,40624,41874,41874,36874,36874,36874,36874,38124,38124,38124,38124,38124,38124,38124,39374,38124,38124,30999,31999,33499,35399,37999,37999,37999,39199,39199,39199,39199,31599,31999,34599,37099
GN2127951-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,41463,41249,34374,34374,34999,34999,34999,34999,37499,37499,20532,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,39999,39999,39999,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,37499,30999,31999,34649,35899,38666,38666,38713,38699,38699,38699,38699,33699,47999,51799,55499
GN7907951-Z-WH10719,Woodsworth,Myyra,HB-SW,Mumbai,0,33124,33124,33124,33124,33124,33124,33124,36249,36249,14461,36249,36249,36249,36249,36249,33749,33749,33749,33749,33749,33749,34749,34749,37066,37066,37066,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,34749,28999,29999,32949,34499,36932,36932,36999,37699,37699,37699,37699,31299,33899,36599,39299
GN7964471-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,0,0,0,0,0,0,0,27499,27499,27499,12626,30624,30624,30624,33749,33749,33749,36249,36249,36249,36249,36249,36249,38749,41332,41332,43999,41249,44374,44374,41874,41874,43124,43124,36874,36874,36874,36874,38124,38124,38124,38124,38124,38124,38124,39374,38124,38124,30999,31999,33499,35299,37866,40265,40285,41699,41699,38799,38799,31399,31799,34599,37099
GN6964471-Z-WH11393,Woodsworth,Agarwal Marble Craft Pvt. Ltd.,HB-SW,Mumbai,0,0,0,0,0,0,0,43749,43749,43749,20119,48124,48124,48124,48749,48749,48749,49999,49999,49999,49999,49999,49999,49999,55999,55999,59332,55624,58749,58749,62499,62499,64374,64374,54999,54999,54999,54999,56874,56874,56874,56874,56874,56874,56874,58749,54999,54999,44999,45999,48699,51299,57866,58799,53999,55599,55599,52099,52099,43199,45999,61499,65899
GN9664471-Z-WH17106,Woodsworth,ATHARVA HANDICRAFTS,HB-SW,Mumbai,0,0,0,0,0,0,0,46249,46249,46249,20650,49374,49374,49374,49999,49999,49999,51249,51249,51249,51249,51249,51249,51249,54666,54666,57999,54374,57499,57499,61249,61249,63124,63124,56874,56874,56874,56874,58749,58749,58749,46249,58749,58749,58749,60624,58749,58749,48999,49999,51499,54299,61599,61599,61713,63699,63699,63699,58799,47599,48099,51999,55799
GN1764471-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,0,0,34999,34999,34999,14496,34999,34999,34999,37499,37499,37499,43749,43749,43749,43749,43749,43749,41874,46666,41999,43332,35624,35624,35624,37499,37499,38749,38749,35624,35624,35624,35624,36249,36249,36249,36249,36249,36249,33124,41249,38124,38124,30999,31999,35099,36899,39866,41732,36570,37199,37199,37199,36999,30799,33899,38799,41599
GN1764471-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36249,36249,36249,33124,41249,38124,38124,30999,31999,35099,36899,39866,41732,36570,37199,37199,37199,36999,30799,33899,38799,41599
GN2764471-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,0,0,46249,46249,46249,20737,49374,49374,49374,53749,53749,53749,54999,54999,54999,54999,54999,54999,52499,55999,50666,51999,48749,48749,48749,51249,51249,52499,52499,48124,48124,48124,48124,49374,49374,49374,49374,49374,49374,50624,61249,56249,56249,46999,47999,51799,54499,61866,61866,61999,63799,63799,63799,61299,49699,50199,56099,60199
GN2764471-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49374,49374,50624,61249,56249,56249,46999,47999,51799,54499,61866,61866,61999,63799,63799,63799,61299,49699,50199,56099,60199
GN7764471-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,0,0,0,0,0,0,0,32499,32499,32499,14610,34999,34999,34999,34999,34999,34999,38749,38749,38749,38749,38749,38749,38749,42666,42666,45332,42499,44999,44999,50624,50624,52499,52499,41249,41249,41249,41249,42499,42499,42499,42499,42499,42499,41874,41874,39374,39374,31999,32999,36199,38099,41332,43066,43142,44299,44299,44299,41299,33799,34399,44799,47999
GN6764471-Z-WH22004,Woodsworth,SHRI HARI IRON UDHYOG,HB-SW,Mumbai,0,0,0,0,0,0,0,44999,44999,44999,20650,49374,49374,49374,49999,49999,49999,52499,52499,52499,52499,52499,52499,52499,57999,57999,61332,65624,69999,69999,79374,79374,82499,82499,58749,58749,58749,58749,60624,60624,60624,60624,60624,60624,64374,66249,60624,60624,49999,50999,52499,55299,62932,62932,62999,64699,64699,64699,62299,50499,51099,56599,60699
GN3764471-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,0,0,49999,49999,49999,20969,49999,49999,49999,53749,53749,53749,61249,61249,61249,61249,61249,61249,61249,65332,58665,60666,56874,56874,56874,59999,59999,61874,61874,56249,56249,56249,56249,58124,58124,58124,58124,58124,58124,55624,59999,54999,54999,44999,45999,49749,52199,58932,58932,51856,52599,52599,52599,55999,46199,38299,56599,60699
GN3764471-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58124,58124,58124,55624,59999,54999,54999,44999,45999,49749,52199,58932,58932,51856,52599,52599,52599,55999,46199,38299,56599,60699
GN5764471-Z-WH22004,Woodsworth,SHRI HARI IRON UDHYOG,HB-SW,Mumbai,0,0,0,0,0,0,0,44999,44999,44999,19824,47499,47499,47499,47499,47499,47499,53749,53749,53749,53749,53749,53749,53749,57999,57999,61332,57499,63124,63124,70624,70624,73124,73124,53124,53124,53124,53124,54374,54374,54374,54374,54374,54374,55624,55624,52499,52499,42999,43999,47599,49899,56132,60799,60856,62599,62599,62599,62599,50299,50899,54899,58899
GN3964471-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,27499,27499,27499,12685,30624,30624,30624,31249,31249,31249,33749,33749,33749,33749,33749,33749,33749,37332,41332,43999,41249,43749,43749,46874,46874,48749,48749,41249,41249,41249,41249,42499,42499,42499,42499,42499,42499,42499,43749,42499,42499,34999,35999,37499,39999,43732,39999,39999,41099,41099,38899,38899,31699,33899,36699,39399
GN3964471-Z-WH32484,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42499,43749,42499,42499,34999,35999,37499,39999,43732,39999,39999,41099,41099,38899,38899,31699,33899,36699,39399
GN4964471-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,43749,43749,43749,19470,46874,46874,46874,47499,47499,47499,48749,48749,48749,48749,48749,48749,48749,53999,59999,63332,59374,63124,63124,67499,67499,69999,69999,58749,58749,58749,58749,60624,60624,60624,48124,60624,60624,60624,60624,60624,60624,49999,50999,52499,55899,63599,58666,58713,60999,60999,60999,60999,49399,49899,53899,57799
GN9564471-Z-WH22879,Amberville,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,0,0,0,47499,47499,47499,18880,49999,49999,49999,49999,49999,49999,52499,52499,52499,52499,52499,52499,52499,55999,55999,59332,55624,59374,59374,59374,59374,61249,61249,57499,57499,57499,57499,57499,57499,57499,44999,44999,44999,57499,59374,57499,57499,49999,50999,52499,55599,61465,61466,61570,63999,63999,63999,55299,44799,45299,57699,61899
GN0664471-Z-WH22879,Amberville,Designs Craft Inc,HB-SW,Mumbai,0,0,0,0,0,0,0,71249,71249,71249,25252,66874,66874,66874,67499,67499,67499,76249,76249,76249,76249,76249,76249,76249,81332,81332,81332,76249,81249,81249,81249,81249,83749,83749,79374,79374,79374,79374,79374,79374,79374,79374,79374,79374,79374,81874,79374,79374,69999,70999,72499,76999,82265,82266,82285,85399,85399,85399,83299,65899,66599,77099,82699
GN5664471-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,47499,47499,47499,20650,49374,49374,49374,49999,49999,49999,52499,52499,52499,52499,52499,52499,52499,57999,63999,67999,63749,67499,67499,71874,71874,74374,74374,63749,63749,63749,63749,65624,65624,65624,55624,65624,65624,65624,65624,65624,65624,53999,54999,56499,60199,68932,62666,53428,56999,56999,56999,58499,48199,51099,55199,59199
GN6061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,36249,33749,33749,33749,33749,33749,33749,33749,36249,36249,15340,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,36249,39999,39999,41999,39374,41249,41249,45624,45624,46874,46874,42499,42499,42499,42499,43749,43749,43749,43749,43749,43749,44999,46249,45624,45624,37999,38999,40499,42799,47199,47199,47285,48899,48899,48899,43999,35899,36399,41599,44599
GN6061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44999,46249,45624,45624,37999,38999,40499,42799,47199,47199,47285,48899,48899,48899,43999,35899,36399,41599,44599
GN7061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,31249,29374,29374,29374,31249,31249,31249,31249,33749,33749,13570,33749,33749,33749,33749,33749,33749,33749,33749,33749,33749,33749,33749,33749,37332,37332,39332,36874,38749,38749,43124,43124,44374,44374,39999,39999,39999,39999,41249,41249,41249,41249,41249,41249,41249,42499,41249,41249,33999,34999,36499,38499,41866,41999,41999,43399,43399,41499,41499,33599,33999,37199,39899
GN9061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,46249,43124,43124,43124,44999,44999,44999,44999,48749,48749,19470,48749,48749,48749,48749,48749,48749,48749,48749,48749,48749,48749,48749,48749,51999,51999,54666,51249,54374,54374,59999,59999,61874,61874,52499,52499,52499,52499,53749,53749,53749,53749,53749,53749,53749,54999,53749,53749,43999,44999,48799,51299,57866,61599,61713,63699,63699,63699,60999,49099,49599,53399,57299
GN9061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53749,54999,53749,53749,43999,44999,48799,51299,57866,61599,61713,63699,63699,63699,60999,49099,49599,53399,57299
GN1161761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,26874,24999,24999,24999,24999,24999,24999,24999,27499,27499,11446,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,30666,30666,32666,30624,32499,32499,36249,36249,37499,37499,33749,33749,33749,33749,34999,34999,34999,34999,34999,34999,34999,36249,34999,34999,28999,29999,31499,33299,35332,35332,35428,36499,36499,36499,36499,29299,29599,31899,34199
GN1161761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34999,36249,34999,34999,28999,29999,31499,33299,35332,35332,35428,36499,36499,36499,36499,29299,29599,31899,34199
GN0061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,31249,29374,29374,29374,31249,31249,31249,31249,33749,33749,13570,33749,33749,33749,33749,33749,33749,33749,33749,33749,33749,33749,33749,33749,37332,37332,39332,36874,38749,38749,43124,43124,44374,44374,39999,39999,39999,39999,41249,41249,41249,41249,41249,41249,41249,42499,41249,41249,33999,34999,36499,38599,41999,41999,41999,43399,43399,41499,41499,33599,33999,37199,39899
GN1061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,39999,37499,37499,37499,37499,37499,37499,37499,41249,41249,17700,41249,41249,41249,41249,41249,41249,42499,42499,42499,42499,42499,42499,42499,46666,46666,49332,46249,48749,48749,53749,53749,55624,55624,50624,50624,50624,50624,51874,51874,51874,51874,51874,51874,51874,53124,51874,51874,42999,43999,45499,47999,53732,53599,53713,55299,55299,51999,51999,42399,44999,48499,51999
GN1061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51874,53124,51874,51874,42999,43999,45499,47999,53732,53599,53713,55299,55299,51999,51999,42399,44999,48499,51999
GN2061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,46249,43124,43124,43124,44999,44999,44999,44999,48749,48749,19470,48749,48749,48749,48749,48749,48749,48749,48749,48749,48749,48749,48749,48749,53999,53999,57332,53749,56874,56874,63124,63124,64999,64999,56874,56874,56874,56874,58749,58749,58749,58749,58749,58749,58749,60624,58749,58749,48999,49999,51499,54299,61599,61599,61713,63699,63699,63699,60999,49099,49599,53399,57299
GN2061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58749,60624,58749,58749,48999,49999,51499,54299,61599,61599,61713,63699,63699,63699,60999,49099,49599,53399,57299
GN4061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,26874,24999,24999,24999,24999,24999,24999,24999,27499,27499,11446,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,30666,30666,32666,30624,32499,32499,36249,36249,37499,37499,33749,33749,33749,33749,34999,34999,34999,34999,34999,34999,34999,36249,34999,34999,28999,29999,31499,33299,35332,35332,35428,36499,36499,36499,36499,29299,29599,31899,34199
GN4061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34999,36249,34999,34999,28999,29999,31499,33299,35332,35332,35428,36499,36499,36499,36499,29299,29599,31899,34199
GN0721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,29374,27499,27499,27499,27499,27499,27499,27499,29999,29999,13806,29999,29999,29999,29999,29999,33749,33749,33749,33749,33749,33749,33749,33749,37332,37332,39332,39374,41874,41874,46874,46874,48749,48749,39374,39374,39374,39374,40624,40624,40624,40624,40624,40624,41874,41874,39374,39374,31999,32999,34499,36299,39066,39066,39142,40099,40099,39299,39299,32099,32399,42699,45799
GN2721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,46874,43749,43749,43749,43749,43749,43749,43749,47499,47499,20511,47499,47499,47499,47499,47499,47499,49999,49999,49999,49999,49999,49999,49999,54666,54666,57999,68749,72499,72499,80624,80624,83124,74374,67499,67499,67499,67499,69374,69374,69374,58749,58749,58749,69374,69374,69374,69374,56999,57999,59499,62699,72132,72132,72142,74299,74299,74299,72699,58099,58699,63399,67999
GN3721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,18902,18749,15624,15624,16249,16249,16249,16249,17499,17499,8710,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,16666,16666,16666,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,15624,12999,13499,13949,14399,16799,22266,22285,22799,22799,22799,22799,18999,20799,22499,24199
GN4721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,26874,24999,24999,24999,24999,24999,24999,24999,27499,27499,11564,19374,19374,27499,27499,27499,27499,28749,28749,28749,28749,28749,28749,28749,30666,30666,32666,38749,41249,41249,46249,46249,48124,41874,38124,38124,38124,38124,39374,39374,39374,31249,29999,39374,39374,40624,39374,39374,31999,32999,34499,36399,39199,39199,39285,40399,40399,40399,40399,32599,32999,41099,44099
GN1721761-Z-WH2194,Woodsworth,Appu Art & Handicrafts,HB-SW,Mumbai,41249,38749,38749,38749,38749,38749,38749,38749,42499,42499,18902,42499,42499,42499,42499,42499,46249,46249,46249,46249,46249,46249,46249,46249,50666,50666,53332,64374,68124,68124,76249,76249,78749,69374,57499,57499,57499,57499,59374,59374,59374,51874,59374,59374,59374,61249,61249,61249,50999,51999,53499,56299,64132,64132,64142,65899,65899,65899,65899,53099,53699,57899,62099
